quake_code,Anno,Mese,Giorno,Luogo,Magnitudo,Latitudine,Longitudine,cfti_url
484,1491,1,24,Padova,5,45.4073,11.8757,https://storing.ingv.it/cfti/cfti5/quake.php?00484IT=
489,1494,5,29,Messina,5.4,38.1877,15.5493,https://storing.ingv.it/cfti/cfti5/quake.php?00489IT=
501,1501,6,5,Appennino modenese,6,44.5199,10.8435,https://storing.ingv.it/cfti/cfti5/quake.php?00501IT=
512,1504,11,1,Bibbiena (AR),5.1,43.6973,11.8162,https://storing.ingv.it/cfti/cfti5/quake.php?00512IT=
514,1504,12,31,Bolognese,5.3,45.0471,11.4568,https://storing.ingv.it/cfti/cfti5/quake.php?00514IT=
516,1505,1,3,Bolognese,5.6,44.5086,11.2296,https://storing.ingv.it/cfti/cfti5/quake.php?00516IT=
535,1509,2,25,Calabria meridionale,5.6,38.1004,15.6843,https://storing.ingv.it/cfti/cfti5/quake.php?00535IT=
537,1509,4,19,Faentino,5,44.324,11.8646,https://storing.ingv.it/cfti/cfti5/quake.php?00537IT=
648,1527,10,4,Pistoia,5.4,43.9327,10.9127,https://storing.ingv.it/cfti/cfti5/quake.php?00648IT=
688,1542,6,13,Mugello,5.9,44.0066,11.3844,https://storing.ingv.it/cfti/cfti5/quake.php?00688IT=
694,1542,12,10,Siracusano,6.8,37.2343,15.0143,https://storing.ingv.it/cfti/cfti5/quake.php?00694IT=
697,1545,6,9,Valle del Taro,5.3,44.4735,9.8245,https://storing.ingv.it/cfti/cfti5/quake.php?00697IT=
698,1547,2,10,Reggio Emilia,5.1,44.6981,10.631,https://storing.ingv.it/cfti/cfti5/quake.php?00698IT=
721,1560,5,11,Barletta-Bisceglie,5.6,41.249,16.4847,https://storing.ingv.it/cfti/cfti5/quake.php?00721IT=
722,1561,7,31,Buccino (SA),5.6,40.6334,15.3756,https://storing.ingv.it/cfti/cfti5/quake.php?00722IT=
725,1561,8,19,Vallo di Diano,6.5,40.5135,15.4915,https://storing.ingv.it/cfti/cfti5/quake.php?00725IT=
738,1564,7,20,Alpi Marittime,6,44.0302,7.2701,https://storing.ingv.it/cfti/cfti5/quake.php?00738IT=
755,1570,11,17,Ferrara,5.5,44.8242,11.6313,https://storing.ingv.it/cfti/cfti5/quake.php?00755IT=
804,1584,9,10,Appennino tosco-emiliano,5.8,43.8626,11.9916,https://storing.ingv.it/cfti/cfti5/quake.php?00804IT=
831,1597,8,3,Mugello,5.2,43.9879,11.4286,https://storing.ingv.it/cfti/cfti5/quake.php?00831IT=
838,1599,11,6,Valnerina,6,42.7246,13.0213,https://storing.ingv.it/cfti/cfti5/quake.php?00838IT=
867,1611,9,8,Scarperia (FI),5.1,44.0109,11.359,https://storing.ingv.it/cfti/cfti5/quake.php?00867IT=
870,1613,8,25,Naso (ME),5.6,38.1228,14.7876,https://storing.ingv.it/cfti/cfti5/quake.php?00870IT=
905,1624,3,19,Argenta (FE),5.5,44.6431,11.8479,https://storing.ingv.it/cfti/cfti5/quake.php?00905IT=
909,1624,10,3,Mineo (CT),5.6,37.27,14.7419,https://storing.ingv.it/cfti/cfti5/quake.php?00909IT=
921,1626,4,4,Girifalco (CZ),6,38.8519,16.4556,https://storing.ingv.it/cfti/cfti5/quake.php?00921IT=
928,1627,7,30,Gargano,6.8,41.7381,15.3419,https://storing.ingv.it/cfti/cfti5/quake.php?00928IT=
929,1627,7,30,San Severo (FG),5.8,41.686,15.3806,https://storing.ingv.it/cfti/cfti5/quake.php?00929IT=
931,1627,8,7,Gargano,6,41.7591,15.328,https://storing.ingv.it/cfti/cfti5/quake.php?00931IT=
934,1627,9,6,Gargano,5.8,41.5971,15.3578,https://storing.ingv.it/cfti/cfti5/quake.php?00934IT=
940,1633,2,21,Nicolosi (CT),5.8,37.6143,15.0256,https://storing.ingv.it/cfti/cfti5/quake.php?00940IT=
953,1638,3,27,Calabria,7,39.0483,16.2879,https://storing.ingv.it/cfti/cfti5/quake.php?00953IT=
958,1638,6,8,Crotonese,6.9,39.2795,16.8123,https://storing.ingv.it/cfti/cfti5/quake.php?00958IT=
963,1639,10,8,Monti della Laga,6.1,42.6393,13.2693,https://storing.ingv.it/cfti/cfti5/quake.php?00963IT=
966,1639,10,15,Monti della Laga,6.2,42.6523,13.2467,https://storing.ingv.it/cfti/cfti5/quake.php?00966IT=
979,1642,6,13,Cremonese,5.4,45.2794,9.927,https://storing.ingv.it/cfti/cfti5/quake.php?00979IT=
984,1644,2,15,Alpi Marittime,6,43.9933,7.3172,https://storing.ingv.it/cfti/cfti5/quake.php?00984IT=
995,1646,5,31,Gargano,6.3,41.874,15.9385,https://storing.ingv.it/cfti/cfti5/quake.php?00995IT=
1007,1654,7,24,Sorano-Marsica,6.3,41.6352,13.6826,https://storing.ingv.it/cfti/cfti5/quake.php?01007IT=
1019,1659,11,5,Calabria centrale,6.6,38.6955,16.2498,https://storing.ingv.it/cfti/cfti5/quake.php?01019IT=
1025,1661,3,12,Bergamasco,5.1,45.6552,9.9815,https://storing.ingv.it/cfti/cfti5/quake.php?01025IT=
1026,1661,3,22,Appennino romagnolo,6.1,44.0218,11.8979,https://storing.ingv.it/cfti/cfti5/quake.php?01026IT=
1044,1669,3,10,Nicolosi (CT),5.3,37.6143,15.0256,https://storing.ingv.it/cfti/cfti5/quake.php?01044IT=
1053,1671,6,20,Modena-Reggio Emilia,5.3,44.6749,10.8655,https://storing.ingv.it/cfti/cfti5/quake.php?01053IT=
1056,1672,4,14,Riminese,5.6,43.9413,12.5755,https://storing.ingv.it/cfti/cfti5/quake.php?01056IT=
1103,1688,4,11,Romagna,5.8,44.3911,11.9417,https://storing.ingv.it/cfti/cfti5/quake.php?01103IT=
1108,1688,6,5,Sannio,7,41.2836,14.561,https://storing.ingv.it/cfti/cfti5/quake.php?01108IT=
1124,1690,12,23,Anconetano,5.4,43.5473,13.5925,https://storing.ingv.it/cfti/cfti5/quake.php?01124IT=
1143,1693,1,9,Val di Noto,6.2,37.1411,15.0351,https://storing.ingv.it/cfti/cfti5/quake.php?01143IT=
1148,1693,1,11,Sicilia orientale,7.4,37.1407,15.013,https://storing.ingv.it/cfti/cfti5/quake.php?01148IT=
1160,1694,4,8,Alta Valtiberina,5.1,43.6208,12.0908,https://storing.ingv.it/cfti/cfti5/quake.php?01160IT=
1166,1694,9,8,Irpinia-Basilicata,6.8,40.8631,15.4058,https://storing.ingv.it/cfti/cfti5/quake.php?01166IT=
1174,1695,2,25,Asolano,6.5,45.802,11.9483,https://storing.ingv.it/cfti/cfti5/quake.php?01174IT=
1199,1695,6,11,Lazio settentrionale,6.2,42.6254,12.1074,https://storing.ingv.it/cfti/cfti5/quake.php?01199IT=
1259,1700,7,28,Carnia,5.7,46.4104,12.8803,https://storing.ingv.it/cfti/cfti5/quake.php?01259IT=
1271,1702,3,14,Beneventano-Irpinia,6.5,41.1207,14.9891,https://storing.ingv.it/cfti/cfti5/quake.php?01271IT=
1284,1703,1,14,Appennino umbro-reatino,6.7,42.7091,13.0705,https://storing.ingv.it/cfti/cfti5/quake.php?01284IT=
1285,1703,1,16,Appennino umbro-reatino,6,42.6233,13.1021,https://storing.ingv.it/cfti/cfti5/quake.php?01285IT=
1291,1703,2,2,Aquilano,6.7,42.4351,13.2917,https://storing.ingv.it/cfti/cfti5/quake.php?01291IT=
1348,1706,11,3,Maiella,6.8,42.0765,14.0795,https://storing.ingv.it/cfti/cfti5/quake.php?01348IT=
1415,1717,4,22,Castroreale (ME),5,38.0998,15.211,https://storing.ingv.it/cfti/cfti5/quake.php?01415IT=
1450,1719,6,27,Alta Valnerina,5.5,42.8773,13.0468,https://storing.ingv.it/cfti/cfti5/quake.php?01450IT=
1529,1724,12,11,Colline Metallifere,5.4,43.1891,10.9956,https://storing.ingv.it/cfti/cfti5/quake.php?01529IT=
1540,1725,10,29,Appennino tosco-emiliano,5.4,44.207,11.573,https://storing.ingv.it/cfti/cfti5/quake.php?01540IT=
1548,1726,9,1,Palermo,5.6,38.1215,13.3528,https://storing.ingv.it/cfti/cfti5/quake.php?01548IT=
1656,1730,5,12,Valnerina,5.9,42.7533,13.1196,https://storing.ingv.it/cfti/cfti5/quake.php?01656IT=
1667,1731,3,20,Foggiano,6.5,41.2743,15.7567,https://storing.ingv.it/cfti/cfti5/quake.php?01667IT=
1726,1732,11,29,Irpinia,6.6,41.0643,15.0591,https://storing.ingv.it/cfti/cfti5/quake.php?01726IT=
1777,1739,5,10,Naso (ME),5.1,38.0984,14.7431,https://storing.ingv.it/cfti/cfti5/quake.php?01777IT=
1781,1740,3,6,Garfagnana,5.5,44.0748,10.489,https://storing.ingv.it/cfti/cfti5/quake.php?01781IT=
1800,1741,4,24,Appennino marchigiano,6.2,43.4262,13.0046,https://storing.ingv.it/cfti/cfti5/quake.php?01800IT=
1840,1743,1,21,Bagnoregio (VT),5,42.6149,12.0744,https://storing.ingv.it/cfti/cfti5/quake.php?01840IT=
1844,1743,2,20,Basso Ionio,6.9,40.2458,18.0486,https://storing.ingv.it/cfti/cfti5/quake.php?01844IT=
1854,1743,12,7,Calabria centrale,5.7,38.6948,16.3715,https://storing.ingv.it/cfti/cfti5/quake.php?01854IT=
1935,1746,7,23,Garfagnana,5.1,44.0917,10.4479,https://storing.ingv.it/cfti/cfti5/quake.php?01935IT=
1952,1747,4,17,Appennino umbro-marchigiano,5.8,43.2184,12.7455,https://storing.ingv.it/cfti/cfti5/quake.php?01952IT=
2001,1751,7,27,Appennino umbro-marchigiano,6.3,43.2252,12.7391,https://storing.ingv.it/cfti/cfti5/quake.php?02001IT=
2041,1753,3,9,Valle del Chisone,5.2,44.9418,7.1802,https://storing.ingv.it/cfti/cfti5/quake.php?02041IT=
2062,1755,11,1,Isola di Ponza,5.8,40.8953,12.9587,https://storing.ingv.it/cfti/cfti5/quake.php?02062IT=
2067,1755,12,9,Vallese,5.9,46.316,7.9849,https://storing.ingv.it/cfti/cfti5/quake.php?02067IT=
2131,1762,4,15,Mugello,5.1,44.0052,11.5055,https://storing.ingv.it/cfti/cfti5/quake.php?02131IT=
2144,1762,10,6,Aquilano,6,42.3081,13.5845,https://storing.ingv.it/cfti/cfti5/quake.php?02144IT=
2170,1767,1,21,Fivizzano (MS),5.4,44.1321,10.1231,https://storing.ingv.it/cfti/cfti5/quake.php?02170IT=
2184,1767,5,26,Valle di Lanzo,5.1,45.2722,7.5012,https://storing.ingv.it/cfti/cfti5/quake.php?02184IT=
2188,1767,7,14,Cosentino,6,39.3751,16.2788,https://storing.ingv.it/cfti/cfti5/quake.php?02188IT=
2196,1768,10,19,Appennino romagnolo,5.9,43.9401,11.9007,https://storing.ingv.it/cfti/cfti5/quake.php?02196IT=
2381,1779,6,4,Bolognese,5.2,44.4446,11.4786,https://storing.ingv.it/cfti/cfti5/quake.php?02381IT=
2396,1779,7,14,Bolognese,5.2,44.4611,11.328,https://storing.ingv.it/cfti/cfti5/quake.php?02396IT=
2430,1779,11,23,Bolognese,5,44.4263,11.5267,https://storing.ingv.it/cfti/cfti5/quake.php?02430IT=
2455,1780,2,6,Bolognese,5.1,44.569,11.3091,https://storing.ingv.it/cfti/cfti5/quake.php?02455IT=
2503,1781,4,4,Romagna,5.9,44.2522,11.7977,https://storing.ingv.it/cfti/cfti5/quake.php?02503IT=
2525,1781,6,3,Appennino marchigiano,6.3,43.5763,12.5482,https://storing.ingv.it/cfti/cfti5/quake.php?02525IT=
2562,1781,7,17,Romagna,5.6,44.2665,11.9894,https://storing.ingv.it/cfti/cfti5/quake.php?02562IT=
2700,1783,2,5,Calabria,7,38.2974,15.9703,https://storing.ingv.it/cfti/cfti5/quake.php?02700IT=
2720,1783,2,6,Calabria meridionale-Messina,6.3,38.1833,15.6378,https://storing.ingv.it/cfti/cfti5/quake.php?02720IT=
2812,1783,2,7,Calabria,6.6,38.5808,16.201,https://storing.ingv.it/cfti/cfti5/quake.php?02812IT=
2928,1783,3,1,Calabria centrale,5.9,38.7653,16.3003,https://storing.ingv.it/cfti/cfti5/quake.php?02928IT=
3120,1783,3,28,Calabria,7,38.7861,16.4636,https://storing.ingv.it/cfti/cfti5/quake.php?03120IT=
4204,1785,5,3,Alta valle del Chienti,5.1,43.0732,12.9549,https://storing.ingv.it/cfti/cfti5/quake.php?04204IT=
4275,1785,10,9,Umbria meridionale,5.7,42.5367,12.7879,https://storing.ingv.it/cfti/cfti5/quake.php?04275IT=
4370,1786,3,10,Sicilia nord-orientale,6.2,38.103,15.0208,https://storing.ingv.it/cfti/cfti5/quake.php?04370IT=
4381,1786,4,7,Pianura Padana,5.1,45.2993,9.5951,https://storing.ingv.it/cfti/cfti5/quake.php?04381IT=
4417,1786,7,31,Aquilano,5.4,42.3228,13.3725,https://storing.ingv.it/cfti/cfti5/quake.php?04417IT=
4475,1786,12,25,Riminese,5.6,43.9918,12.5644,https://storing.ingv.it/cfti/cfti5/quake.php?04475IT=
4560,1788,10,20,Tolmezzo (UD),5.1,46.3989,13.0187,https://storing.ingv.it/cfti/cfti5/quake.php?04560IT=
4589,1789,9,30,Valtiberina,5.9,43.5096,12.2201,https://storing.ingv.it/cfti/cfti5/quake.php?04589IT=
4614,1791,10,13,Calabria centrale,6,38.636,16.268,https://storing.ingv.it/cfti/cfti5/quake.php?04614IT=
4615,1791,10,11,Appennino umbro,5.5,42.9508,12.8611,https://storing.ingv.it/cfti/cfti5/quake.php?04615IT=
4684,1794,6,7,Prealpi carniche,6,46.3067,12.8208,https://storing.ingv.it/cfti/cfti5/quake.php?04684IT=
4703,1794,6,12,Irpinia,5.2,41.1088,14.9241,https://storing.ingv.it/cfti/cfti5/quake.php?04703IT=
4719,1794,6,30,Prealpi carniche,5.3,46.2982,12.7952,https://storing.ingv.it/cfti/cfti5/quake.php?04719IT=
4741,1796,2,5,Aretino,5.1,43.5474,11.877,https://storing.ingv.it/cfti/cfti5/quake.php?04741IT=
4744,1796,3,18,Casamicciola Terme (NA),5.6,40.7469,13.9089,https://storing.ingv.it/cfti/cfti5/quake.php?04744IT=
4747,1796,10,22,Emilia orientale,5.6,44.6151,11.6698,https://storing.ingv.it/cfti/cfti5/quake.php?04747IT=
4785,1799,7,28,Appennino marchigiano,6.2,43.2189,13.1472,https://storing.ingv.it/cfti/cfti5/quake.php?04785IT=
4824,1801,10,8,Bologna,5.1,44.4681,11.4199,https://storing.ingv.it/cfti/cfti5/quake.php?04824IT=
4844,1802,5,12,Valle dell’Oglio,5.7,45.4157,9.8542,https://storing.ingv.it/cfti/cfti5/quake.php?04844IT=
4869,1805,7,26,Molise,6.6,41.5009,14.4738,https://storing.ingv.it/cfti/cfti5/quake.php?04869IT=
4919,1806,8,26,Colli Albani,5.5,41.7191,12.7253,https://storing.ingv.it/cfti/cfti5/quake.php?04919IT=
4943,1808,4,2,Valle del Pellice,5.7,44.8387,7.248,https://storing.ingv.it/cfti/cfti5/quake.php?04943IT=
4992,1808,4,16,Valle del Pellice,5.3,44.8464,7.3154,https://storing.ingv.it/cfti/cfti5/quake.php?04992IT=
5136,1812,9,11,Valle del Pesa,5.2,43.6599,11.1395,https://storing.ingv.it/cfti/cfti5/quake.php?05136IT=
5142,1812,10,25,Valle del Cellina,5.7,46.0285,12.5732,https://storing.ingv.it/cfti/cfti5/quake.php?05142IT=
5158,1813,9,21,Romagna centrale,5.3,44.25,11.9717,https://storing.ingv.it/cfti/cfti5/quake.php?05158IT=
5181,1815,9,3,Valnerina,5.5,42.8332,13.0149,https://storing.ingv.it/cfti/cfti5/quake.php?05181IT=
5210,1817,3,11,Alta Savoia,5.5,46.2455,6.6424,https://storing.ingv.it/cfti/cfti5/quake.php?05210IT=
5222,1818,2,20,Catanese,6.2,37.6032,15.1407,https://storing.ingv.it/cfti/cfti5/quake.php?05222IT=
5224,1818,2,23,Liguria occidentale-Francia,5.5,43.8092,7.6436,https://storing.ingv.it/cfti/cfti5/quake.php?05224IT=
5229,1818,3,1,Monti Iblei,5.5,37.2047,14.7563,https://storing.ingv.it/cfti/cfti5/quake.php?05229IT=
5246,1818,9,8,Madonie,5.2,37.8136,14.0817,https://storing.ingv.it/cfti/cfti5/quake.php?05246IT=
5256,1818,12,9,Parmense,5.3,44.6965,10.2949,https://storing.ingv.it/cfti/cfti5/quake.php?05256IT=
5266,1819,2,24,Madonie,5.3,37.9394,14.0418,https://storing.ingv.it/cfti/cfti5/quake.php?05266IT=
5339,1823,3,5,Sicilia settentrionale,5.7,37.9936,14.0942,https://storing.ingv.it/cfti/cfti5/quake.php?05339IT=
5396,1826,2,1,Basilicata,5.8,40.5201,15.7275,https://storing.ingv.it/cfti/cfti5/quake.php?05396IT=
5460,1828,2,2,Casamicciola Terme (NA),5.8,40.7451,13.8985,https://storing.ingv.it/cfti/cfti5/quake.php?05460IT=
5491,1828,10,9,Valle Staffora,5.8,44.8216,9.047,https://storing.ingv.it/cfti/cfti5/quake.php?05491IT=
5496,1828,10,10,Valle Staffora,5,44.9304,9.0462,https://storing.ingv.it/cfti/cfti5/quake.php?05496IT=
5824,1831,5,26,Liguria occidentale,5.5,43.8557,7.8488,https://storing.ingv.it/cfti/cfti5/quake.php?05824IT=
5875,1831,9,11,Reggiano,5.5,44.7531,10.5436,https://storing.ingv.it/cfti/cfti5/quake.php?05875IT=
5892,1832,1,13,Valle del Topino,6.3,42.9804,12.6049,https://storing.ingv.it/cfti/cfti5/quake.php?05892IT=
5907,1832,3,8,Crotonese,6.6,39.0797,16.9188,https://storing.ingv.it/cfti/cfti5/quake.php?05907IT=
5934,1832,3,13,Reggiano,5.5,44.7654,10.4935,https://storing.ingv.it/cfti/cfti5/quake.php?05934IT=
6009,1834,2,14,Valle del Taro-Lunigiana,5.8,44.4328,9.851,https://storing.ingv.it/cfti/cfti5/quake.php?06009IT=
6023,1834,7,4,Lunigiana-Parmense,5.2,44.5304,9.9477,https://storing.ingv.it/cfti/cfti5/quake.php?06023IT=
6063,1835,10,12,Cosentino,5.8,39.331,16.2929,https://storing.ingv.it/cfti/cfti5/quake.php?06063IT=
6075,1836,4,25,Calabria settentrionale,6.2,39.5671,16.7368,https://storing.ingv.it/cfti/cfti5/quake.php?06075IT=
6081,1836,5,15,Rossano (CS),5.1,39.5742,16.6352,https://storing.ingv.it/cfti/cfti5/quake.php?06081IT=
6088,1836,6,12,Prealpi venete,5.6,45.8077,11.8233,https://storing.ingv.it/cfti/cfti5/quake.php?06088IT=
6149,1836,11,20,Basilicata meridionale,6,40.1427,15.7757,https://storing.ingv.it/cfti/cfti5/quake.php?06149IT=
6155,1837,4,11,Alpi Apuane,5.8,44.1754,10.1813,https://storing.ingv.it/cfti/cfti5/quake.php?06155IT=
6205,1838,1,5,Valnerina,5,42.7641,12.7874,https://storing.ingv.it/cfti/cfti5/quake.php?06205IT=
6208,1838,2,14,Valnerina,5.3,42.8406,12.9084,https://storing.ingv.it/cfti/cfti5/quake.php?06208IT=
6914,1841,6,10,Valle dell’Aventino,5,42.083,14.0801,https://storing.ingv.it/cfti/cfti5/quake.php?06914IT=
7062,1843,10,25,Mugello,5.1,44.0035,11.2606,https://storing.ingv.it/cfti/cfti5/quake.php?07062IT=
7142,1846,4,22,Catanese,5,37.5383,14.9233,https://storing.ingv.it/cfti/cfti5/quake.php?07142IT=
7160,1846,8,14,Toscana settentrionale,5.9,43.4708,10.5621,https://storing.ingv.it/cfti/cfti5/quake.php?07160IT=
7281,1848,1,11,Golfo di Catania,5.5,37.5434,15.0947,https://storing.ingv.it/cfti/cfti5/quake.php?07281IT=
7534,1851,8,14,Basilicata,6.4,40.9531,15.6667,https://storing.ingv.it/cfti/cfti5/quake.php?07534IT=
7535,1851,8,14,Melfi (PZ),5.6,40.9944,15.653,https://storing.ingv.it/cfti/cfti5/quake.php?07535IT=
7939,1853,4,9,Irpinia,5.6,40.8183,15.2153,https://storing.ingv.it/cfti/cfti5/quake.php?07939IT=
8097,1854,2,12,Cosentino,6.2,39.2569,16.2953,https://storing.ingv.it/cfti/cfti5/quake.php?08097IT=
8100,1854,2,12,Valle del Topino,5.6,43.0349,12.5839,https://storing.ingv.it/cfti/cfti5/quake.php?08100IT=
8248,1854,12,29,Liguria occidentale-Francia,5.7,43.7869,7.5583,https://storing.ingv.it/cfti/cfti5/quake.php?08248IT=
8304,1855,7,25,Vallese,5.7,45.8385,7.7044,https://storing.ingv.it/cfti/cfti5/quake.php?08304IT=
8443,1857,12,16,Basilicata,7,40.3529,15.8419,https://storing.ingv.it/cfti/cfti5/quake.php?08443IT=
8475,1857,12,26,Montemurro (PZ),5.4,40.2976,15.9909,https://storing.ingv.it/cfti/cfti5/quake.php?08475IT=
8704,1859,1,20,Trevigiano,5.2,45.8909,12.1012,https://storing.ingv.it/cfti/cfti5/quake.php?08704IT=
8819,1859,8,22,Valnerina,5.8,42.8294,13.0993,https://storing.ingv.it/cfti/cfti5/quake.php?08819IT=
9152,1865,7,19,Area etnea,5.4,37.6954,15.1559,https://storing.ingv.it/cfti/cfti5/quake.php?09152IT=
9187,1865,9,21,Umbria settentrionale,5.1,43.282,12.3124,https://storing.ingv.it/cfti/cfti5/quake.php?09187IT=
9317,1869,6,25,Media valle del Reno,5.4,44.3134,11.1178,https://storing.ingv.it/cfti/cfti5/quake.php?09317IT=
9450,1870,10,4,Cosentino,6.1,39.2202,16.331,https://storing.ingv.it/cfti/cfti5/quake.php?09450IT=
9548,1870,10,30,Romagna,5.6,44.1334,12.0623,https://storing.ingv.it/cfti/cfti5/quake.php?09548IT=
9698,1871,7,29,Colline Metallifere,5.4,43.3015,10.6181,https://storing.ingv.it/cfti/cfti5/quake.php?09698IT=
9819,1873,3,12,Marche meridionali,6,43.0902,13.2436,https://storing.ingv.it/cfti/cfti5/quake.php?09819IT=
9858,1873,6,29,Bellunese,6.3,46.1603,12.3826,https://storing.ingv.it/cfti/cfti5/quake.php?09858IT=
9928,1873,7,12,Monti della Meta,5.4,41.6869,13.7781,https://storing.ingv.it/cfti/cfti5/quake.php?09928IT=
10173,1873,9,17,Appennino tosco-emiliano,5.5,44.4389,9.9464,https://storing.ingv.it/cfti/cfti5/quake.php?10173IT=
10519,1874,10,7,Appennino tosco-emiliano,5.1,44.1957,11.5732,https://storing.ingv.it/cfti/cfti5/quake.php?10519IT=
10556,1874,12,6,Monti della Meta,5.5,41.655,13.8267,https://storing.ingv.it/cfti/cfti5/quake.php?10556IT=
10615,1875,3,17,Romagna sud-orientale,5.8,44.0625,12.5467,https://storing.ingv.it/cfti/cfti5/quake.php?10615IT=
11018,1877,8,24,Lazio meridionale,5.2,41.7106,13.351,https://storing.ingv.it/cfti/cfti5/quake.php?11018IT=
11092,1878,3,12,Bolognese,5.1,44.4247,11.543,https://storing.ingv.it/cfti/cfti5/quake.php?11092IT=
11132,1878,9,15,Valle del Clitunno,5.4,42.8461,12.6762,https://storing.ingv.it/cfti/cfti5/quake.php?11132IT=
11185,1879,2,23,Valnerina,5.6,42.7662,13.0429,https://storing.ingv.it/cfti/cfti5/quake.php?11185IT=
11218,1879,4,27,Valle del Senio,5.1,44.1688,11.5859,https://storing.ingv.it/cfti/cfti5/quake.php?11218IT=
11257,1879,6,17,Area etnea,5.7,37.687,15.1457,https://storing.ingv.it/cfti/cfti5/quake.php?11257IT=
11384,1880,7,4,Vallese,5.4,46.2736,8.059,https://storing.ingv.it/cfti/cfti5/quake.php?11384IT=
11474,1881,1,24,Bolognese,5.2,44.4017,11.3478,https://storing.ingv.it/cfti/cfti5/quake.php?11474IT=
11491,1881,2,14,Bolognese,5,44.4053,11.4832,https://storing.ingv.it/cfti/cfti5/quake.php?11491IT=
11516,1881,3,4,Isola d’Ischia,5.4,40.7476,13.895,https://storing.ingv.it/cfti/cfti5/quake.php?11516IT=
11605,1881,9,10,Abruzzo meridionale,5.6,42.2322,14.2838,https://storing.ingv.it/cfti/cfti5/quake.php?11605IT=
11663,1882,2,15,Val Borbera,5,44.661,9.084,https://storing.ingv.it/cfti/cfti5/quake.php?11663IT=
11712,1882,6,6,Monti del Matese,5.3,41.5584,14.2034,https://storing.ingv.it/cfti/cfti5/quake.php?11712IT=
11746,1882,9,18,Monte Baldo,5,45.7107,10.7698,https://storing.ingv.it/cfti/cfti5/quake.php?11746IT=
11949,1883,7,28,Isola d’Ischia,5.7,40.7398,13.8714,https://storing.ingv.it/cfti/cfti5/quake.php?11949IT=
12128,1884,11,27,Alpi Cozie,5.3,44.9346,6.6222,https://storing.ingv.it/cfti/cfti5/quake.php?12128IT=
12869,1887,2,23,Liguria occidentale,6.3,43.8917,7.9917,https://storing.ingv.it/cfti/cfti5/quake.php?12869IT=
13002,1887,12,3,Calabria settentrionale,5.5,39.5644,16.2213,https://storing.ingv.it/cfti/cfti5/quake.php?13002IT=
13468,1889,12,25,Area etnea,5,37.6464,15.1582,https://storing.ingv.it/cfti/cfti5/quake.php?13468IT=
13599,1891,6,7,Valle d’Illasi,5.9,45.5647,11.1645,https://storing.ingv.it/cfti/cfti5/quake.php?13599IT=
14782,1893,8,10,Gargano,5.4,41.7136,16.0749,https://storing.ingv.it/cfti/cfti5/quake.php?14782IT=
14902,1894,8,8,Area etnea,5.7,37.6564,15.1138,https://storing.ingv.it/cfti/cfti5/quake.php?14902IT=
14962,1894,11,16,Calabria meridionale,6.1,38.2888,15.8701,https://storing.ingv.it/cfti/cfti5/quake.php?14962IT=
15004,1894,11,27,Bresciano,5.1,45.5647,10.1222,https://storing.ingv.it/cfti/cfti5/quake.php?15004IT=
15294,1895,4,14,Slovenia,6.2,46.1318,14.5335,https://storing.ingv.it/cfti/cfti5/quake.php?15294IT=
15327,1895,5,18,Fiorentino,5.4,43.7041,11.2636,https://storing.ingv.it/cfti/cfti5/quake.php?15327IT=
16153,1897,7,15,Slovenia,5.3,46.0588,14.5032,https://storing.ingv.it/cfti/cfti5/quake.php?16153IT=
16303,1897,12,18,Appennino umbro-marchigiano,5.1,43.4966,12.3781,https://storing.ingv.it/cfti/cfti5/quake.php?16303IT=
16459,1898,3,4,Valle del Parma,5.4,44.656,10.2601,https://storing.ingv.it/cfti/cfti5/quake.php?16459IT=
16740,1898,8,25,Alta Valnerina,5,42.8962,12.9938,https://storing.ingv.it/cfti/cfti5/quake.php?16740IT=
16769,1898,9,12,Alta Valnerina,5.3,42.9082,12.9746,https://storing.ingv.it/cfti/cfti5/quake.php?16769IT=
17022,1899,6,26,Valle del Bisenzio,5.1,43.9588,11.117,https://storing.ingv.it/cfti/cfti5/quake.php?17022IT=
17066,1899,7,19,Colli Albani,5.1,41.7982,12.6857,https://storing.ingv.it/cfti/cfti5/quake.php?17066IT=
17826,1901,7,31,Monti della Meta,5.2,41.7192,13.7496,https://storing.ingv.it/cfti/cfti5/quake.php?17826IT=
17889,1901,10,30,Salò,5.7,45.5829,10.4927,https://storing.ingv.it/cfti/cfti5/quake.php?17889IT=
18754,1904,2,24,Marsica,5.6,42.0975,13.3162,https://storing.ingv.it/cfti/cfti5/quake.php?18754IT=
19253,1905,4,29,Alta Savoia,5.7,46.0163,7.0109,https://storing.ingv.it/cfti/cfti5/quake.php?19253IT=
19344,1905,9,8,Calabria,6.7,38.6816,16.0563,https://storing.ingv.it/cfti/cfti5/quake.php?19344IT=
