quake_code,pdf_r_url
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-082006_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-096088_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-200111_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-200112_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-200123_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-200124_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-200125_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-200127_R.pdf
01667,https://storing.ingv.it/cfti/cfti5/pdf_R/001011-200128_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-000001_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-000002_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-050007_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-060012_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-110019_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-200119_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-200120_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-200131_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-200132_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-200134_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-200135_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-200136_R.pdf
01726,https://storing.ingv.it/cfti/cfti5/pdf_R/003092-950731_R.pdf
01777,https://storing.ingv.it/cfti/cfti5/pdf_R/003014-000001_R.pdf
01777,https://storing.ingv.it/cfti/cfti5/pdf_R/003014-000002_R.pdf
01777,https://storing.ingv.it/cfti/cfti5/pdf_R/003014-050007_R.pdf
01777,https://storing.ingv.it/cfti/cfti5/pdf_R/003014-680027_R.pdf
01777,https://storing.ingv.it/cfti/cfti5/pdf_R/003014-950731_R.pdf
01781,https://storing.ingv.it/cfti/cfti5/pdf_R/003093-000001_R.pdf
01781,https://storing.ingv.it/cfti/cfti5/pdf_R/003093-000002_R.pdf
01781,https://storing.ingv.it/cfti/cfti5/pdf_R/003093-050007_R.pdf
01781,https://storing.ingv.it/cfti/cfti5/pdf_R/003093-060012_R.pdf
01781,https://storing.ingv.it/cfti/cfti5/pdf_R/003093-200151_R.pdf
01781,https://storing.ingv.it/cfti/cfti5/pdf_R/003093-200152_R.pdf
01781,https://storing.ingv.it/cfti/cfti5/pdf_R/003093-700038_R.pdf
01800,https://storing.ingv.it/cfti/cfti5/pdf_R/003094-000001_R.pdf
01800,https://storing.ingv.it/cfti/cfti5/pdf_R/003094-000002_R.pdf
01800,https://storing.ingv.it/cfti/cfti5/pdf_R/003094-095368_R.pdf
01800,https://storing.ingv.it/cfti/cfti5/pdf_R/003094-095388_R.pdf
01800,https://storing.ingv.it/cfti/cfti5/pdf_R/003094-200157_R.pdf
01800,https://storing.ingv.it/cfti/cfti5/pdf_R/003094-200158_R.pdf
01800,https://storing.ingv.it/cfti/cfti5/pdf_R/003094-200159_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-000001_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-000002_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-030166_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-050007_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-090498_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-096088_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-145052_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-200167_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-200168_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-200169_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-200170_R.pdf
01844,https://storing.ingv.it/cfti/cfti5/pdf_R/000131-700038_R.pdf
01854,https://storing.ingv.it/cfti/cfti5/pdf_R/005200-000001_R.pdf
01854,https://storing.ingv.it/cfti/cfti5/pdf_R/005200-000002_R.pdf
01854,https://storing.ingv.it/cfti/cfti5/pdf_R/005200-145052_R.pdf
01854,https://storing.ingv.it/cfti/cfti5/pdf_R/005200-200173_R.pdf
01854,https://storing.ingv.it/cfti/cfti5/pdf_R/005200-200174_R.pdf
01935,https://storing.ingv.it/cfti/cfti5/pdf_R/000133-000001_R.pdf
01935,https://storing.ingv.it/cfti/cfti5/pdf_R/000133-000002_R.pdf
01935,https://storing.ingv.it/cfti/cfti5/pdf_R/000133-050007_R.pdf
01952,https://storing.ingv.it/cfti/cfti5/pdf_R/003249-000001_R.pdf
01952,https://storing.ingv.it/cfti/cfti5/pdf_R/003249-000002_R.pdf
01952,https://storing.ingv.it/cfti/cfti5/pdf_R/003249-050007_R.pdf
01952,https://storing.ingv.it/cfti/cfti5/pdf_R/003249-053003_R.pdf
01952,https://storing.ingv.it/cfti/cfti5/pdf_R/003249-060012_R.pdf
02001,https://storing.ingv.it/cfti/cfti5/pdf_R/003095-000001_R.pdf
02001,https://storing.ingv.it/cfti/cfti5/pdf_R/003095-000002_R.pdf
02001,https://storing.ingv.it/cfti/cfti5/pdf_R/003095-050007_R.pdf
02001,https://storing.ingv.it/cfti/cfti5/pdf_R/003095-053003_R.pdf
02001,https://storing.ingv.it/cfti/cfti5/pdf_R/003095-060012_R.pdf
02062,https://storing.ingv.it/cfti/cfti5/pdf_R/003096-000001_R.pdf
02067,https://storing.ingv.it/cfti/cfti5/pdf_R/003192-000001_R.pdf
02067,https://storing.ingv.it/cfti/cfti5/pdf_R/003192-000002_R.pdf
02067,https://storing.ingv.it/cfti/cfti5/pdf_R/003192-050007_R.pdf
02067,https://storing.ingv.it/cfti/cfti5/pdf_R/003192-095368_R.pdf
02131,https://storing.ingv.it/cfti/cfti5/pdf_R/002040-000001_R.pdf
02131,https://storing.ingv.it/cfti/cfti5/pdf_R/002040-000002_R.pdf
02131,https://storing.ingv.it/cfti/cfti5/pdf_R/002040-060021_R.pdf
02144,https://storing.ingv.it/cfti/cfti5/pdf_R/003097-000001_R.pdf
02170,https://storing.ingv.it/cfti/cfti5/pdf_R/003193-000001_R.pdf
02170,https://storing.ingv.it/cfti/cfti5/pdf_R/003193-050007_R.pdf
02184,https://storing.ingv.it/cfti/cfti5/pdf_R/000138-000001_R.pdf
02188,https://storing.ingv.it/cfti/cfti5/pdf_R/003016-000001_R.pdf
02188,https://storing.ingv.it/cfti/cfti5/pdf_R/003016-000002_R.pdf
02188,https://storing.ingv.it/cfti/cfti5/pdf_R/003016-060012_R.pdf
02188,https://storing.ingv.it/cfti/cfti5/pdf_R/003016-680027_R.pdf
02188,https://storing.ingv.it/cfti/cfti5/pdf_R/003016-950731_R.pdf
02196,https://storing.ingv.it/cfti/cfti5/pdf_R/003098-000001_R.pdf
02196,https://storing.ingv.it/cfti/cfti5/pdf_R/003098-000002_R.pdf
02196,https://storing.ingv.it/cfti/cfti5/pdf_R/003098-050007_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000001_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000002_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091391_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091392_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091393_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091394_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091395_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091404_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091407_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091410_R.pdf
02381,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-700038_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000001_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000002_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091391_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091392_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091393_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091394_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091395_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091404_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091407_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091410_R.pdf
02396,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-700038_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000001_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000002_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091391_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091392_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091393_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091394_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091395_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091404_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091407_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091410_R.pdf
02430,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-700038_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000001_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-000002_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091391_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091392_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091393_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091394_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091395_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091404_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091407_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-091410_R.pdf
02455,https://storing.ingv.it/cfti/cfti5/pdf_R/003271-700038_R.pdf
02503,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-000001_R.pdf
02503,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-000002_R.pdf
02503,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-060012_R.pdf
02503,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-391601_R.pdf
02503,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-391602_R.pdf
02503,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-391603_R.pdf
02503,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-910514_R.pdf
02525,https://storing.ingv.it/cfti/cfti5/pdf_R/002048-000001_R.pdf
02525,https://storing.ingv.it/cfti/cfti5/pdf_R/002048-000002_R.pdf
02525,https://storing.ingv.it/cfti/cfti5/pdf_R/002048-060012_R.pdf
02562,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-000001_R.pdf
02562,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-000002_R.pdf
02562,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-060012_R.pdf
02562,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-391601_R.pdf
02562,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-391602_R.pdf
02562,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-391603_R.pdf
02562,https://storing.ingv.it/cfti/cfti5/pdf_R/002049-910514_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000001_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000002_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-021124_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-030166_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-050007_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-060012_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-071000_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-096088_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-145052_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480367_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480368_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480378_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-560104_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-680027_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-730013_R.pdf
02700,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-950731_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000001_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000002_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-021124_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-030166_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-050007_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-060012_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-071000_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-096088_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-145052_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480367_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480368_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480378_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-560104_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-680027_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-730013_R.pdf
02720,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-950731_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000001_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000002_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-021124_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-030166_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-050007_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-060012_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-071000_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-096088_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-145052_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480367_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480368_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480378_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-560104_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-680027_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-730013_R.pdf
02812,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-950731_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000001_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000002_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-021124_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-030166_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-050007_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-060012_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-071000_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-096088_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-145052_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480367_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480368_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480378_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-560104_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-680027_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-730013_R.pdf
02928,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-950731_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000001_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-000002_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-021124_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-030166_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-050007_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-060012_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-071000_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-096088_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-145052_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480367_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480368_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-480378_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-560104_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-680027_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-730013_R.pdf
03120,https://storing.ingv.it/cfti/cfti5/pdf_R/000146-950731_R.pdf
04204,https://storing.ingv.it/cfti/cfti5/pdf_R/003285-000001_R.pdf
04204,https://storing.ingv.it/cfti/cfti5/pdf_R/003285-053003_R.pdf
04275,https://storing.ingv.it/cfti/cfti5/pdf_R/003099-000001_R.pdf
04275,https://storing.ingv.it/cfti/cfti5/pdf_R/003099-480369_R.pdf
04275,https://storing.ingv.it/cfti/cfti5/pdf_R/003099-480370_R.pdf
04275,https://storing.ingv.it/cfti/cfti5/pdf_R/003099-480371_R.pdf
04381,https://storing.ingv.it/cfti/cfti5/pdf_R/000150-000001_R.pdf
04381,https://storing.ingv.it/cfti/cfti5/pdf_R/000150-000002_R.pdf
04381,https://storing.ingv.it/cfti/cfti5/pdf_R/000150-050007_R.pdf
04381,https://storing.ingv.it/cfti/cfti5/pdf_R/000150-080128_R.pdf
04381,https://storing.ingv.it/cfti/cfti5/pdf_R/000150-480374_R.pdf
04381,https://storing.ingv.it/cfti/cfti5/pdf_R/000150-700038_R.pdf
04417,https://storing.ingv.it/cfti/cfti5/pdf_R/003133-000001_R.pdf
04417,https://storing.ingv.it/cfti/cfti5/pdf_R/003133-000002_R.pdf
04417,https://storing.ingv.it/cfti/cfti5/pdf_R/003133-050007_R.pdf
04417,https://storing.ingv.it/cfti/cfti5/pdf_R/003133-060012_R.pdf
04417,https://storing.ingv.it/cfti/cfti5/pdf_R/003133-480372_R.pdf
04417,https://storing.ingv.it/cfti/cfti5/pdf_R/003133-480375_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-000001_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-000002_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-060012_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-480373_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-480376_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-700038_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-730007_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-730008_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-730009_R.pdf
04475,https://storing.ingv.it/cfti/cfti5/pdf_R/003194-730010_R.pdf
04560,https://storing.ingv.it/cfti/cfti5/pdf_R/003100-000001_R.pdf
04560,https://storing.ingv.it/cfti/cfti5/pdf_R/003100-000002_R.pdf
04560,https://storing.ingv.it/cfti/cfti5/pdf_R/003100-060012_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-000001_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-000002_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-050007_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-060012_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-060064_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-060287_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-060288_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-060289_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-060290_R.pdf
04589,https://storing.ingv.it/cfti/cfti5/pdf_R/003101-480379_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-000001_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-000002_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-030166_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-050007_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-060012_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-145017_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-145022_R.pdf
04614,https://storing.ingv.it/cfti/cfti5/pdf_R/003018-950731_R.pdf
04615,https://storing.ingv.it/cfti/cfti5/pdf_R/003286-000001_R.pdf
04615,https://storing.ingv.it/cfti/cfti5/pdf_R/003286-000002_R.pdf
04615,https://storing.ingv.it/cfti/cfti5/pdf_R/003286-050007_R.pdf
04615,https://storing.ingv.it/cfti/cfti5/pdf_R/003286-053003_R.pdf
04615,https://storing.ingv.it/cfti/cfti5/pdf_R/003286-060012_R.pdf
04615,https://storing.ingv.it/cfti/cfti5/pdf_R/003286-095467_R.pdf
04615,https://storing.ingv.it/cfti/cfti5/pdf_R/003286-095468_R.pdf
04684,https://storing.ingv.it/cfti/cfti5/pdf_R/003196-000001_R.pdf
04684,https://storing.ingv.it/cfti/cfti5/pdf_R/003196-000002_R.pdf
04703,https://storing.ingv.it/cfti/cfti5/pdf_R/003134-000001_R.pdf
04703,https://storing.ingv.it/cfti/cfti5/pdf_R/003134-000002_R.pdf
04703,https://storing.ingv.it/cfti/cfti5/pdf_R/003134-050007_R.pdf
04703,https://storing.ingv.it/cfti/cfti5/pdf_R/003134-071872_R.pdf
04719,https://storing.ingv.it/cfti/cfti5/pdf_R/003196-000001_R.pdf
04719,https://storing.ingv.it/cfti/cfti5/pdf_R/003196-000002_R.pdf
04741,https://storing.ingv.it/cfti/cfti5/pdf_R/003250-000001_R.pdf
04741,https://storing.ingv.it/cfti/cfti5/pdf_R/003250-000002_R.pdf
04741,https://storing.ingv.it/cfti/cfti5/pdf_R/003250-050007_R.pdf
04741,https://storing.ingv.it/cfti/cfti5/pdf_R/003250-060291_R.pdf
04741,https://storing.ingv.it/cfti/cfti5/pdf_R/003250-060292_R.pdf
04744,https://storing.ingv.it/cfti/cfti5/pdf_R/003102-000001_R.pdf
04744,https://storing.ingv.it/cfti/cfti5/pdf_R/003102-052444_R.pdf
04747,https://storing.ingv.it/cfti/cfti5/pdf_R/000928-000001_R.pdf
04747,https://storing.ingv.it/cfti/cfti5/pdf_R/000928-000002_R.pdf
04747,https://storing.ingv.it/cfti/cfti5/pdf_R/000928-091403_R.pdf
04747,https://storing.ingv.it/cfti/cfti5/pdf_R/000928-095411_R.pdf
04747,https://storing.ingv.it/cfti/cfti5/pdf_R/000928-160059_R.pdf
04747,https://storing.ingv.it/cfti/cfti5/pdf_R/000928-700038_R.pdf
04785,https://storing.ingv.it/cfti/cfti5/pdf_R/003103-000001_R.pdf
04785,https://storing.ingv.it/cfti/cfti5/pdf_R/003103-060012_R.pdf
04824,https://storing.ingv.it/cfti/cfti5/pdf_R/000158-000001_R.pdf
04824,https://storing.ingv.it/cfti/cfti5/pdf_R/000158-000002_R.pdf
04824,https://storing.ingv.it/cfti/cfti5/pdf_R/000158-050007_R.pdf
04824,https://storing.ingv.it/cfti/cfti5/pdf_R/000158-091396_R.pdf
04844,https://storing.ingv.it/cfti/cfti5/pdf_R/000159-000001_R.pdf
04844,https://storing.ingv.it/cfti/cfti5/pdf_R/000159-000002_R.pdf
04844,https://storing.ingv.it/cfti/cfti5/pdf_R/000159-080129_R.pdf
04844,https://storing.ingv.it/cfti/cfti5/pdf_R/000159-700038_R.pdf
04869,https://storing.ingv.it/cfti/cfti5/pdf_R/003104-000001_R.pdf
04869,https://storing.ingv.it/cfti/cfti5/pdf_R/003104-030166_R.pdf
04869,https://storing.ingv.it/cfti/cfti5/pdf_R/003104-060012_R.pdf
04869,https://storing.ingv.it/cfti/cfti5/pdf_R/003104-095370_R.pdf
04869,https://storing.ingv.it/cfti/cfti5/pdf_R/003104-095376_R.pdf
04869,https://storing.ingv.it/cfti/cfti5/pdf_R/003104-096088_R.pdf
04919,https://storing.ingv.it/cfti/cfti5/pdf_R/003138-000001_R.pdf
04919,https://storing.ingv.it/cfti/cfti5/pdf_R/003138-000002_R.pdf
04919,https://storing.ingv.it/cfti/cfti5/pdf_R/003138-050007_R.pdf
04919,https://storing.ingv.it/cfti/cfti5/pdf_R/003138-095207_R.pdf
04943,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-000001_R.pdf
04943,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-000002_R.pdf
04943,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-060012_R.pdf
04943,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-096088_R.pdf
04992,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-000001_R.pdf
04992,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-000002_R.pdf
04992,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-060012_R.pdf
04992,https://storing.ingv.it/cfti/cfti5/pdf_R/000162-096088_R.pdf
05136,https://storing.ingv.it/cfti/cfti5/pdf_R/002054-000001_R.pdf
05136,https://storing.ingv.it/cfti/cfti5/pdf_R/002054-000002_R.pdf
05136,https://storing.ingv.it/cfti/cfti5/pdf_R/002054-050007_R.pdf
05136,https://storing.ingv.it/cfti/cfti5/pdf_R/002054-235015_R.pdf
